db_id,english,hinglish_light,hinglish_natural,hinglish_hindi_heavy,sql
phone_1,Which model has the least amount of RAM? List the model name and the amount of RAM.,Which model ka RAM ki zyada kam hai?,Jo model ka RAM kam hai vo kya hai?,Jiska RAM kam hai vo model kaun kaun si RAM kiya hai?,"SELECT Model_name ,  RAM_MiB FROM chip_model ORDER BY RAM_MiB ASC LIMIT 1;"
party_host,Show the nations that have both hosts older than 45 and hosts younger than 35.,Show the nations jo donon host 45 se aur senior hain aur unhein 35 se aur youn hain.,Show the nations jo don host 45 se aur senior hain aur un 35 se aur youn hain.,Show the nations jo don host 45 se aur senior hain aur un 35 se aur youn hain.,SELECT Nationality FROM HOST WHERE Age  >  45 INTERSECT SELECT Nationality FROM HOST WHERE Age  <  35
world_1,What is the average expected life expectancy for countries in the region of Central Africa?,What is the average expected life expectancy for countries in the region of Central Africa?,केंद्रीय अफ्रीका क्षेत्र में देशों की औसत नियमित जीवन काल क्या होता है?,What is the average expected life expectancy for countries in the region of Central Africa? केंद्रीय अफ्रीका क्षेत्र मे�,"SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa"
flight_1,What is the name and distance for aircraft with id 12?,What is the name aur distance aircraft id 12 ke liye?,Aircraft id 12 ka name aur distance kya hai?,Kya aircraft id 12 ka naam aur distance hai?,"SELECT name ,  distance FROM Aircraft WHERE aid  =  12"
movie_1,What are the ids of the movies that are not reviewed by Brittany Harris.,What are the ids of the movies that are not reviewed by Brittany Harris,"Kisne review nahi kiya hai Brittany Harris ne, un movie ka id kya hain?","Kisne review nahi kiya hai movie jinhe Brittany Harris ne nahi kiya, unki ids kya hain?","SELECT mID FROM Rating EXCEPT SELECT T1.mID FROM Rating AS T1 JOIN Reviewer AS T2 ON T1.rID  =  T2.rID WHERE T2.name  =  ""Brittany Harris"
gas_company,"What is the minimum, maximum, and average market value for every company?","What is the sabse chota, sabse bada, aur prashnajeevikta bazar karantri vartan har ek nayak ke liye?","Kya har nayak ke liye bazar karantri vartan ka adhunika, uttama, aur madhyam kahan hai?","Kyaa har nayak ke liye bazaar karantri vartan ka minimum, maximum, aur average kahan hai?","SELECT min(market_value) ,  max(market_value) ,  avg(market_value) FROM company"
soccer_2,What is the state and enrollment of the colleges where have any students who got accepted in the tryout decision.,What is the state and enrollment of the colleges jo students ne tryout mein select huye hain,Kya aapne tryout decision mein select huye students ka college ka kya position aur enrollment pata chala?,Kya aapne tryout decision mein select huye students ke liye college ka state aur enrollment check kiya hai?,"SELECT DISTINCT T1.state ,  T1.enr FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.decision  =  'yes"
music_1,What are the names of all male British artists?,What are the names of all male British artists?,Kya sabhi Angrez muzikvadon ka naam hain?,Kyi sabhi Angrez muzikvadon ka name kya hain?,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male"
music_1,What are the names of the songs that are modern or sung in English?,What are the names of the songs jo modern hain ya English mein geet hain?,Kya ye geet hain jo modern hain ya English mein sunte hain?,Kyi geet ki naam kya hain jinhe modern hain ya unhein English mein geet karte hain?,"SELECT song_name FROM song WHERE genre_is  =  ""modern"" OR languages  =  ""english"
baseball_1,Find the average height of the players who belong to the college called 'Yale University'.,Find the average height of the players who belong to the college called 'Yale University,"Yale University' ka college mein jo players hain, unki ankan ka madad karke pta chalao",ye Yale University ke college mein jin players hain unki ankan ka pramukh madad karke pta chalao,SELECT avg(T1.height) FROM player AS T1 JOIN player_college AS T2 ON T1.player_id  =  T2.player_id JOIN college AS T3 ON T3.college_id  =  T2.college_id WHERE T3.name_full  =  'Yale University';
perpetrator,"What are the names of perpetrators whose country is not ""China""?",What are the names of perpetrators jaise country 'China' nahi hai?,"Kya perpetrators hain jo country 'China' nahi hai, unki names kya hain?","Kyi perpetrators ki country 'China' nahi hai, unki names kyun pata chalein?","SELECT T1.Name FROM people AS T1 JOIN perpetrator AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Country != ""China"
aircraft,Please show the names and descriptions of aircrafts associated with airports that have a total number of passengers bigger than 10000000.,Please show the names aur descriptions of aircrafts jo saare airport se aane jaane wale passengers ki total count 10000000 se zyada hain,Kripya show karo aircrafton ka list jo usne saare airport se aane jaane wale passengers ki total count 10 million se zyada hain,Kripya show karo aircrafton ka list jo usne saare airport se aane jaane wale passengers ki total count 10000000 se z,"SELECT T1.Aircraft ,  T1.Description FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T3.Total_Passengers  >  10000000"
hr_1,"display the full name (first and last name), and salary of those employees who working in any department located in London.",display the full name (first and last name) aur salary un employees ke liye jo kisi bhi department me raho jo London mein hain,display the full name (first and last name) aur salary un employees ke liye jo kisi bhi department me raho jo London mein hain,display the full name (first and last name) aur salary un employees ke liye jo kisi bhi department me raho jo London mein hain,"SELECT first_name ,  last_name ,  salary FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id JOIN  locations AS T3 ON T2.location_id  =  T3.location_id WHERE  T3.city  =  'London"
tvshow,What are the titles of the cartoons sorted alphabetically?,What are the titles of the cartoons sorted alphabetically?,Cartoons ka alphabet se sort ki list mein kis tarah ki nijat hain?,Kya cartoons ke titles alphabet se sort karke kya hain?,SELECT Title FROM Cartoon ORDER BY title
phone_1,Count the number of chip model that do not have wifi.,Count the number of chip model jo nahi wifi ka hai,Count the number of chip model jisme wifi nahi hai,Count the number of chip model jo wifi nahi hai,SELECT count(*) FROM chip_model WHERE wifi  =  'No
flight_1,What are the flight numbers for the aircraft Airbus A340-300?,What are the flight numbers of the aircraft Airbus A340-300?,Airbus A340-300 ke flight numbers kya hain?,Airbus A340-300 ka flight number kya hai?,"SELECT T1.flno FROM Flight AS T1 JOIN Aircraft AS T2 ON T1.aid  =  T2.aid WHERE T2.name  =  ""Airbus A340-300"
dorm_1,Find the number of amenities for each of the dorms that can accommodate more than 100 students.,Find the number of facilities for each dorm which can house more than 100 students,"दोर्म में से प्रत्येक के लिए जो 100 से अधिक छात्रों को आवास दे सकते हैं, फारमिटी कितनी है",find the number of amenities for each dorm which can accommodate more than 100 students,"SELECT count(*) ,  T1.dormid FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid WHERE T1.student_capacity  >  100 GROUP BY T1.dormid"
gas_company,"What is the rank, company, and market value of every comapny in the banking industry ordered by sales and profits?","What is the rank, company, aur market value of every comapny in the banking industry arranged by sales aur profits?","Rank, company, aur market value of every comapny in the banking industry jo sales aur profits ke according arrange ho?","Kya har comapny ka rank, company name, aur market value banking industry mein jo sales aur profits ke according arrange ho?","SELECT rank ,  company ,  market_value FROM company WHERE main_industry  =  'Banking' ORDER BY sales_billion ,  profits_billion"
assets_maintenance,When was the first asset acquired?,When was the first asset acquired?,First asset kya tareekh mei pradhan maar gaya tha?,Kya first asset tareekh mei pradhan maar gaya tha?,SELECT asset_acquired_date FROM Assets ORDER BY asset_acquired_date ASC LIMIT 1
insurance_policies,Which customer had at least 2 policies but did not file any claims? List the customer details and id.,Which customer ke liye 2 policies huye the lekin koi claim nahi kiye the? Customer details aur id dale.,"Jo customer ke paas 2 policies the lekin koi claim nahi kiye the, wohi details aur id dale.",Kisi customer ko 2 policies huye the lekin koi claim nahi kiye the? Customer ki details aur id dale.,"SELECT T1.customer_details ,  T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id  =  T2.customer_id GROUP BY T1.customer_id HAVING count(*)  >=  2 EXCEPT SELECT T1.customer_details ,  T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id  =  T2.customer_id JOIN Claims AS T3 ON T2.policy_id  =  T3.policy_id"
activity_1,Who is the advisor of Linda Smith? Give me the first name and last name.,Who is Linda Smith ka advisor? Mujhe firse name aur vaise name de.,Kyunki kisi ne Linda Smith ka kya advisor hai? Mere liye firse name aur vaise name chahiye.,Kyunki kisi ne Linda Smith ka kya advisor hai? Mujhe firse name aur vaise name de.,"SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T2.fname  =  ""Linda"" AND T2.lname  =  ""Smith"
products_gen_characteristics,What are the names of products with 'white' as their color description?,What are the names of products with 'white' ka rang ka?,Kya 'white' ka rang ke products ki names kya hain?,Kyi 'white' ka rang ke product ki names kyun nahi pade?,"SELECT t1.product_name FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code WHERE t2.color_description  =  ""white"
chinook_1,Count the number of tracks that are part of the rock genre.,Count the number of tracks jo rock gharana ka hain,Count the number of tracks jo part of the rock genre hain,Count the number of tracks jo rock gharana ka hain,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock"
wrestler,Show times of elimination of wrestlers with days held more than 50.,Show times of elimination of wrestlers with days held more than 50,Wrestlers ki elimination ka show timings day se jaise 50 se zyada ho,Show times of elimination of wrestlers with days held more than 50,SELECT T1.Time FROM elimination AS T1 JOIN wrestler AS T2 ON T1.Wrestler_ID  =  T2.Wrestler_ID WHERE T2.Days_held  >  50
gymnast,What are the names of gymnasts?,What are the names of gymnasts?,Kya gymnast ki names kya hain?,Kyā gymnast ki names kya hain?,SELECT T2.Name FROM gymnast AS T1 JOIN people AS T2 ON T1.Gymnast_ID  =  T2.People_ID
wine_1,Count the number of appelations in Napa County.,Count the number of appelations in Napa County.,Napa County mein appelations ka total count karo.,Napa County mein English wale appelations ki taakat ko pta chalao.,"SELECT count(*) FROM APPELLATIONS WHERE County  =  ""Napa"
activity_1,Show all the buildings along with the number of faculty members the buildings have.,Show all the buildings,बिल्डिंग्स को सारा दर्शाओ जो कि प्रत्येक बिल्डिंग में कितने फैकल्टी मेम्बर हैं,billding ka saara darshao jiska har bildding mein kitne faculty member hain,"SELECT building ,  count(*) FROM Faculty GROUP BY building"
gymnast,Return the total points of the gymnast with the lowest age.,Return the total points of the gymnast with the lowest age.,"Total points da gymnast jo age jyada nahi, wo kaun hai?",Return the total points of the gymnast with the lowest age.,SELECT T1.Total_Points FROM gymnast AS T1 JOIN people AS T2 ON T1.Gymnast_ID  =  T2.People_ID ORDER BY T2.Age ASC LIMIT 1
aircraft,"What is the average total number of passengers of airports that are associated with aircraft ""Robinson R-22""?",What is the average total number of passengers of airports related to the aircraft Robinson R-22?,Robinson R-22 ke liye assochated hain airport ka ankaah ki sabse average passenger count kitni hai?,Robinson R-22 ke connected hain airporton ka average passegair count kitna hai?,"SELECT avg(T3.Total_Passengers) FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T1.Aircraft  =  ""Robinson R-22"
document_management,What are the codes of types of documents of which there are for or more?,What are the codes of types of documents jaise hain ya toh?,Kya hai usne types ke documents ki codes ya toh?,Kyun kya codes hain types ke documents mein ya toh?,SELECT document_type_code FROM documents GROUP BY document_type_code HAVING count(*)  >  4
tracking_software_problems,"For each product that has problems, find the number of problems reported after 1986-11-13 and the product id?","For each product ki problem hain, 1986-11-13 se bad mein problem ka number dekho aur product id bhi?",Har ek product ki problem hain to 1986-11-13 ke baad mein kitne problem report huye hain aur product id bhi dekhna?,"For each product ki problem hain, 1986-11-13 se bad mein problem ka number dekho aur product id bhi?","SELECT count(*) ,  T2.product_id FROM problems AS T1 JOIN product AS T2 ON T1.product_id = T2.product_id WHERE T1.date_problem_reported > ""1986-11-13"" GROUP BY T2.product_id"
flight_4,"For the airline ids with the top 10 most routes operated, what are their names?","For the airline ids with the top 10 most routes operated, kya unki nām hain?","For the airline ids with the top 10 most routes operated, what are their names?","For the airline ids with the top 10 most routes operated, kya unke nām hain?","SELECT T1.name ,  T2.alid FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid GROUP BY T2.alid ORDER BY count(*) DESC LIMIT 10"
flight_1,What are the names of all employees who have a salary higher than average?,What are the names of all employees jo salary average se zyada hai?,Kya sabse salary average se zyada hain un employee ka name hai?,Kyi kya names hain jo employee hain aur unki salary average se zyada hai?,SELECT name FROM Employee WHERE salary  >  (SELECT avg(salary) FROM Employee)
college_2,What are the names of all instructors in the Comp. Sci. department?,What are the names of all instructors in the Comp. Sci. department?,Comp. Sci. के दिवालीवालों के नाम क्या हैं?,kya nām hain sab computer science ka gārānji ke?,SELECT name FROM instructor WHERE dept_name  =  'Comp. Sci.
concert_singer,Show countries where a singer above age 40 and a singer below 30 are from.,Show countries jo singer 40 se jyada age se aane wale aur 30 se chota age ka singer se aate hain.,"Show countries jo me singer 40 se jyada aur 30 se chota age se aate hain, unse aaye huye countries dikhayein.",Show countries jo me singer 40+ se aane wale aur 30- se chota age ka singer se aate hain.,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30
store_product,"What are the district names and city populations for all districts that between 200,000 and 2,000,000 residents?","What are the names of the districts aur city ke population jo 200,000 se zyada aur 2,000,000 tak hain?","Kya apne district ka names aur city ke population dekhna hai jo 200,000 se zyada aur 2,000,000 tak hain?","Kya aap district names aur city ke population dekhna hai jo 200,000 se zyada aur 2,000","SELECT District_name ,  City_Population FROM district WHERE City_Population BETWEEN 200000 AND 2000000"
car_1,What is the number of countries with more than 2 car makers ?,What is the number of countries with more than 2 car makers?,"Kya ye number jo bhi raste mein bache hain jinme se aur 2 company ke car banayein hai, un country ka kitna number hai?","Kya ye number jo bhi raste mein bache hain jinme se 2 se zyada car maker ho, un country ka kitna number hai?",select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2
culture_company,"Show the years, book titles, and publishers for all books, in descending order by year.","Show the years, book titles aur publishers ke liye sabhi kitabon ka list, samay ke hisaab se nishchit tarah se jarurat par.","Years dekho, kitaben aur publishers ko sabhi kitabon ke liye, samay ke hisaab se nishchit tarah se jarurat par.","Years dekho, book titles aur publishers ke liye sabhi kitabon ka list, samay ke hisaab se nishchit tarah se jarurat par.","SELECT YEAR ,  book_title ,  publisher FROM book_club ORDER BY YEAR DESC"
dorm_1,What are the total number of students who are living in a male dorm?,What are the total number of students jo male dorm mein reh rahe hain?,Kya male dorm mein rehne wale students ka total count kya hai?,Kyun ki male dorm mein rehne waale students ki total janta kya hain?,SELECT count(*) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid  =  T2.stuid JOIN dorm AS T3 ON T3.dormid  =  T2.dormid WHERE T3.gender  =  'M
game_1,What is the first and last name of the student who played the most sports?,What is the first and last name of the student who played the most sports?,First name aur last name kya hai wo student ke jo sabse zyada sports khel liya?,Kya first name aur last name waha hai jo student ke jo sports khel liya?,"SELECT T2.Fname ,  T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID GROUP BY T1.StuID ORDER BY count(*) DESC LIMIT 1"
cre_Doc_Tracking_DB,"What is the description of the role named ""Proof Reader""?",What is the prakar of the job le Proof Reader?,Kya Proof Reader ka kya tafsil hai?,Kya Proof Reader ka prakriya tafsil kya hai?,"SELECT role_description FROM ROLES WHERE role_name  =  ""Proof Reader"
election,Show the name of each party and the corresponding number of delegates from that party.,Show the name of each party aur wo party ka corresponding number of delegates dekho.,Show the name of each party aur uski corresponding number of delegates bhi dekho.,Show the name of each party aur wo party ka corresponding number of delegates dekho.,"SELECT T2.Party ,  COUNT(*) FROM election AS T1 JOIN party AS T2 ON T1.Party  =  T2.Party_ID GROUP BY T1.Party"
ship_1,Return the name of the youngest captain.,Return the name of the youngest captain.,Youngest ka captain ka naam dalo.,Return naam yaad rahega yaar youngest ka captain.,SELECT name FROM captain ORDER BY age LIMIT 1
cre_Docs_and_Epenses,Show the budget type code and description and the corresponding document id.,Show budget type code aur description or对应文档id。,Budget type code aur description dekho aur uske corresponding document id.,Show budget type code aur description or对应文档id.,"SELECT T2.budget_type_code ,  T2.budget_type_description ,  T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_budget_codes AS T2 ON T1.budget_type_code  =  T2.budget_type_code"
college_2,Find the year and semester when offers the largest number of courses.,Find the year aur semester jisme course ki sabse zyada shi the,Year aur semester nikal lo jo mei course ki zyada shi the,Find the year aur semester jisme course ki shi zyada the |,"SELECT semester ,  YEAR FROM SECTION GROUP BY semester ,  YEAR ORDER BY count(*) DESC LIMIT 1"
train_station,Show the name and service for all trains in order by time.,Show the name aur service of all trains according to time.,Show name aur service of all trains in time order.,Show the name aur service of all trains mein time ke according.,"SELECT name ,  service FROM train ORDER BY TIME"
document_management,What is the total access count of documents that are of the most common document type?,What is the total access count of documents jaise jo sabse common document type hain?,Total access count kya hai vo document jinke document type sabse common hain?,Kya total access count hai vo document jinke document type sabse common hain?,SELECT sum(access_count) FROM documents GROUP BY document_type_code ORDER BY count(*) DESC LIMIT 1
college_2,What is the year and semester with the most courses?,What is the year aur semester jo sabhi course ko le rahi hai?,Ye saal aur semester hai jo mazaa se theek theek course banaye hai,Kya ye saal aur semester hai jisme courses ki janta theek theek hogi?,"SELECT semester ,  YEAR FROM SECTION GROUP BY semester ,  YEAR ORDER BY count(*) DESC LIMIT 1"
poker_player,What is the average earnings of poker players?,What is the average earnings of poker players?,Poker players ka average kaunsa earning kya hai?,Kyun ki poker players ka average earning kya hain?,SELECT avg(Earnings) FROM poker_player
tvshow,What are the Package Options of the TV Channels whose series names are Sky Radio?,What are the package options of the TV channels jaise 'Sky Radio' name ka hain?,Kitne package options hain jo TV channels ka jaise 'Sky Radio' name ka hain?,Kya package options hain aane wale TV channels ke jaise 'Sky Radio' ka?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";"
election_representative,List the votes of elections in descending order.,List the votes of elections in descending order.,Elections ka vote list zyada sahi tarah se.,List ofelections mein votes descending order mein.,SELECT Votes FROM election ORDER BY Votes DESC
music_4,"What are the famous titles and ages of each artist, listed in descending order by age?","What are the jama-e-namahe aur varne har kisi mazaaktaari ke, yahin par jeevan ka sawal dekha kia hai?","Kya jama-e-namahe aur varne har kisi mazaaktaari ke, yahin par jeevan ka sawal dekha kia hai, samay ki madad se zyada jaroori sort ki hai?","Kyaa jama-e-namahe aur varne har kisi mazaaktaari ke, yah","SELECT Famous_Title ,  Age FROM artist ORDER BY Age DESC"
loan_1,What are the names and cities of bank branches that offer loans for business?,What are the names aur cities of bank branches jo kisi business ke loan offer karte hain?,Kya apne business ke loan offer karte bank branches ki names aur cities kitni jyada pata chalein?,Kyaa aapne business ka loan offer karta hain bank branches ki names aur cities kitne jyada pata chalein?,"SELECT T1.bname ,  T1.city FROM bank AS T1 JOIN loan AS T2 ON T1.branch_id  =  T2.branch_id WHERE T2.loan_type  =  'Business"
program_share,Show me the owner of the channel with the highest rating.,Show me the owner of the channel with the highest rating.,"Channel ka owner jo rating se jyada hai, unhe pata chalao.",Show me the owner of the channel with the highest rating ko pata karo.,SELECT OWNER FROM channel ORDER BY rating_in_percent DESC LIMIT 1
dog_kennels,List each charge type and its amount.,List each charge type aur amount,चार्ज का प्रकार और राशि को एक उत्तर में लिख,charge ka prakar aur amount ko ek uttar mein likh,"SELECT charge_type ,  charge_amount FROM Charges"
document_management,"What are the names and urls of images, sorted alphabetically?","What are the names aur urls of images, sorted alphabetically?","Kya images ki names aur urls, abphabetik chheeda mein milegi?","Kyi images ki names aur urls, abphabetik chheeda mein kyun nahi milegi?","SELECT image_name ,  image_url FROM images ORDER BY image_name"
wta_1,What is the first name and country code of the player with the most tours?,What is the first name aur country code of the player jo maximum tours liye hain?,"Jo player maximum tours ka record dete hain, uski first name aur country code kya hain?",Kya hai us player ki first name aur country code jo maximum tours ka maximum kaarta hain?,"SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1"
car_1,What is the average weight of cars each year?,What is the average weight of cars each year?,Kya har saal ka caron ki average ghaat kya hai?,Kyun ki har saal ke caron ka average ghaat kya hain?,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;"
bike_1,What are the names of all stations that have more than 10 bikes available and are not located in San Jose?,What are the names of all stations ke jo 10 bike se zyada hain aur San Jose mein nahi hain?,Kya pahleke station ke naam hain jo 10 bike se zyada hain aur San Jose mein nahi hain?,Kyi pahleki station ki naam ki list kya hain jo 10 bike se zyada hain aur San Jose mein nahi hain?,"SELECT T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id GROUP BY T2.station_id HAVING avg(bikes_available)  >  10 EXCEPT SELECT name FROM station WHERE city  =  ""San Jose"
dorm_1,What are the different dorm amenity names in alphabetical order?,What are the different dorm amenity names in alphabetical order?,डर्म में किन प्रकार के अनुप्रयोग का नाम है जो वर्णमाला के अनुसार आते हैं?,kya different dorm amenity ka naam alphabet se chale hue hain?,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name
baseball_1,Which 3 players won the most player awards? List their full name and id.,Which 3 players ko bhi the maximum player awards de diye?,"Jisse the maximum player awards mile hain, unki full name aur id dene do.","Jisse the maximum player awards mile hain, 3 players ki full name aur id dikhaye.","SELECT T1.name_first ,  T1.name_last ,  T1.player_id FROM player AS T1 JOIN player_award AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.player_id ORDER BY count(*) DESC LIMIT 3;"
soccer_2,What are the names of the schools with some players in the mid position but no goalies?,What are the names of the schools with koi players aage hi lekin nahi goalies?,"Koi school mein koi players aage hi lekin nahi goalies, unki names kya hain?","koi school mein koi players aage hi lekin nahi goalies, unke names kya hain?",SELECT cName FROM  tryout WHERE pPos  =  'mid' EXCEPT SELECT cName FROM  tryout WHERE pPos  =  'goalie
customers_and_invoices,"What are the different product names, and what is the sum of quantity ordered for each product?","What are the different product names, and what is the sum of quantity ordered for each product?",Kyunke product names kya hain aur unhein dii gyi quantity ki jumma kitni hai har product ke liye?,Kyunke product names kya hain aur unhein dii gyi quantity ki jumma kitni hai har product ke liye?,"SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name"
voter_2,Find the distinct majors of students who have treasurer votes.,Find the distinct majors of students who have treasurer votes.,Students jo treasurer ka vote liya hai unke distinct majors dikhao.,Students ko treasurer ka vote le chuke unki distinct majors de.,SELECT DISTINCT T1.Major FROM STUDENT AS T1 JOIN VOTING_RECORD AS T2 ON T1.StuID  =  T2.Treasurer_Vote
singer,What are the names of the singers that have more than one songs?,What are the names of the singers jo dusre songs hain?,Kya wo alag-alag singers hain jo multiple songs lete hain?,Kyun naa koi singers honge jo dusre songs kaam karte hain?,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name HAVING COUNT(*)  >  1
movie_1,"For directors who had more than one movie, return the titles and produced years of all movies directed by them.","For directors jo dusre thane movie ki thi, return title aur produced year sabhi movie donon ko jisse unne director ki the.","Dekho, directors jo multiple movie produce ki thein, unhein sabhi movie ki title aur produced year return karo jisse unne director ki the.","For directors jo dusre thane movie ki thi, return title aur produced year sabhi movie dono ko jisse unne director ki the.","SELECT T1.title ,  T1.year FROM Movie AS T1 JOIN Movie AS T2 ON T1.director  =  T2.director WHERE T1.title != T2.title"
club_1,"What is the description of the club named ""Tennis Club""?",What is the description of the club named Tennis Club?,Tennis Club ka kya prakar hai?,kya Tennis Club ka prakar hai?,"SELECT clubdesc FROM club WHERE clubname  =  ""Tennis Club"
driving_school,List all customer status codes and the number of customers having each status code.,List all customer status codes aur jiska number hai unme se har ek ka,सब कुछ लिस्ट करो कि सभी कास्टमर स्टेशन कोड हैं और प्रत्येक को कितने कास्टमर हैं,"list all customer status codes aur unke number ko jo har ek ka hai, ki kitne customer vo status pe hain |","SELECT customer_status_code , count(*) FROM Customers GROUP BY customer_status_code;"
store_product,What are the names of the districts that have both mall and village store style shops?,What are the names of the districts jo mall aur village store ki shop bhi hain?,Kya apne district mein mall aur village store bhi huye shop ka naam batao?,Kyi kya name de do yaar jo district mein mall aur village store ki shop bhi hain?,"SELECT t3.District_name FROM store AS t1 JOIN store_district AS t2 ON t1.store_id  =  t2.store_id JOIN district AS t3 ON t2.district_id  =  t3.district_id WHERE t1.Type  =  ""City Mall"" INTERSECT SELECT t3.District_name FROM store AS t1 JOIN store_district AS t2 ON t1.store_id  =  t2.store_id JOIN district AS t3 ON t2.district_id  =  t3.district_id WHERE t1.Type  =  ""Village Store"
phone_1,"List the hardware model name for the phones that have screen mode type ""Text"" or RAM size greater than 32.",List the hardware model name for the phones jo screen mode type Text hai ya RAM size 32 se zyada hai,Phone ke hardware model name de do jo screen mode Text hai ya RAM 32 se zyada hogi,List hardware model name for phones jinmein screen mode type Text ho ya RAM size 32 se zyada ho,"SELECT T2.Hardware_Model_name FROM chip_model AS T1 JOIN phone AS T2 ON T1.Model_name  =  T2.chip_model JOIN screen_mode AS T3 ON T2.screen_mode = T3.Graphics_mode WHERE T3.Type = ""Text"" OR T1.RAM_MiB  >  32;"
product_catalog,What is the product with the highest height? Give me the catalog entry name.,What is the product ki galti se jaldi kaun hai? Catalog entry naam de do.,Kya hain woh product jo aur jaldi ho? Mujhe catalog entry ka naam bata do.,Kyaa hain wo product jiska aur galti se jaldi hain? Mujhe catalog entry ka naam dene do.,SELECT catalog_entry_name FROM catalog_contents ORDER BY height DESC LIMIT 1
ship_mission,"For each type, how many ships are there?","For each type, kitne ship hain?",Kitni ship hain kisi type ke liye?,For each type mei kitne ship hain?,"SELECT TYPE ,  COUNT(*) FROM ship GROUP BY TYPE"
insurance_fnol,"What are the customer phone numbers under the policy ""Life Insurance""?",What are the customer phone numbers under the policy 'Life Insurance'?,Policy 'Life Insurance' mein customer kaun kaun sa number hain?,kisikis 'Life Insurance' mein customer ke phone numbers kya hain?,"SELECT customer_phone FROM available_policies WHERE policy_type_code  =  ""Life Insurance"
hr_1,Find the employee id for all employees who earn more than the average salary.,Find the employee id of sab employees jo apne salary ko sabse zyada karte hain,Sab employees ka employee id dekh lein jo apne salary ko zyada karte hain,Find the employee id of all employees who earn more than the average salary ko dekhiye,SELECT employee_id FROM employees WHERE salary  >  (SELECT AVG(salary) FROM employees)
wine_1,What is the name of the highest rated wine?,What is the naam of the highest rated wine?,Kya hain topline wala wine ka naam?,Kya hai top rated vīn ka nām?,SELECT Name FROM WINE ORDER BY Score LIMIT 1
product_catalog,Which catalog content has the highest height? Give me the catalog entry name.,Which catalog content has the highest height? Give me the catalog entry name.,"Jo catalog content ka height sabse zyada hai, woh kya hai? Mujhe catalog entry ka naam batao.","Jo catalog content ka height maximum hai, woh kya hai? Mujhe catalog entry ka name dene do.",SELECT catalog_entry_name FROM catalog_contents ORDER BY height DESC LIMIT 1
apartment_rentals,"Which apartments have type code ""Flat""? Give me their apartment numbers.",Which apartments have type code Flat?,Flat ka type code kya hain? Aur unki flat numbers de do.,Kya apne mein flat type code 'Flat' ka hai? Tumhein unki flat numbers batao.,"SELECT apt_number FROM Apartments WHERE apt_type_code  =  ""Flat"
cre_Docs_and_Epenses,"Return the type name, type description, and date of creation for each document.","Return the type name, type description, aur date of creation har ek document ke liye.","Return type name, type description, aur date of creation har ek document ke liye.","Return the type name, type description, aur date of creation har ek document ke liye.","SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code"
